# Community_BERN5_ID	Community_Name	community_Synonyme	Naturalness level	use_type_Text	EUNIS_Code	Natura2000	Sources_plots	account_plots
83	Hippuridetum vulgaris PASSARGE 1955	included in Hippuris vulgaris-Ass.; Eleocharito palustris-Hippuridetum vulgaris H. Passarge 1964	(semi-)aquatic community	unusable	Q5149	3150	Passarge 1964, Table 14c-f (also Westhoff 1969 p. 130 and Schaminée et al. 2010 p. 130; Schubert 2001 p. 315; Bergmeier et Papaioannou 2008 Tab. 1/9-11 p. 294)	121
84	Glycerietum plicatae OBERDORFER 1957	Glycerietum plicatae Kulczynski 1928	(semi-)aquatic community	unusable	Q5151	3150	Passarge 1964, Table 15a-b (also: Soó 1964b p. 143; Tüxen et Dierschke 1968 Tab. 1 p. 229; Hilbig 1971b Tab. 4/9 + p. 282; Ulmmann 1972 p. 37; Fink 1977 p. 102; Böcker 1978 Tab. 2 p. 49; Pott 1980 Tab. 25/104-124 + p. 125, Pujol et al. 2023 p. 118; Chytry	164
85	Glycerietum fluitantis (EGGLER 1933) WILZEK 1935	Glycerietum fluitantis Eggler 1933	(semi-)aquatic community	unusable	Q5151	3150	Eggler 1933 p. 156f (also: Passarge 1964, Table 15c-d; Krisch 1967 Tab. IV/177-179 + p. 399; Lienebecker 1971 Tab. 22b + p. 115; Shelyag-Sosonko et al. 1987 tab. 20 p. 165, Pujol et al. 2023 p. 118; Chytry et al. 2011 tab. 11/4 p. 496+499; Donita et al. 2	348
86	Leersietum oryzoides (EGGLER 1933) KRAUSE 1955	Leersietum oryzoidis Eggler 1933	(semi-)aquatic community	unusable	Q5152	3150	Eggler 1933 p. 157f (also: Passarge 1964, Table 16f-h; Soó 1964b p. 143; Pujol et al. 2023 p. 119; Chytry et al. 2011 tab. 11/8 p. 496+511; Schubert 2001 p. 316)	92
87	Oenantho aquaticae-Rorippetum amphibiae LOHMEYER 1950		(semi-)aquatic community	unusable	Q5146	3150	Passarge 1964, Table 16a-e (also: Hilbig 1971b Tab. 3/10 + p. 276; Lienebecker 1971 Tab. 21c + p. 115; Schnelle 1979 Tab. 1/10,11 + p. 143; Philippi 1980 Tab. 4 + p. 80; Pott 1980 Tab. 22 + p. 105; Pujol et al. 2023 p. 139; Chytry et al. 2011 tab. 10/2 p.	280
88	Glycerietum maximae HUECK 1931		(semi-)aquatic community	unusable	Q5151	3150	Hueck 1931 Tab. 4/1-5,12-16 p. 123 (also: Passarge 1964, Table 17a-e; Soó 1964b p. 139; Linhard 1964 Tab. III; Krisch 1967 Tab. IV/170-176 + p. 398; Hilbig 1971b Tab. 3/4 + p. 267; Tüxen 1974 Tab. 6 + p. 52; Böcker 1978 Tab. 4 p. 54; Schnelle 1979 Tab. 1/	956
89	Isoeto-Lobelietum R. TÜXEN 1937		(semi-)aquatic community	unusable	Q52212	3110v	Tüxen 1937 p. 43 (also Altehage 1960 Tab. I+II; Dierßen 1973b Tab. 9b + p. 31)	27
90	Myriophyllo-Littorelletum JESCHKE 1959		(semi-)aquatic community	unusable	Q52211	3110	Passarge 1964, Table 11a-b	48
91	Samolo-Littorelletum WESTHAGEN 1943	Littorello-Echinodoretum R.TX. et PRSG. 1942	(semi-)aquatic community	unusable	Q52211	1150	Westhoff 1969 p. 61 and Schaminée et al. 2010 p. 124	19
92	Eleocharito ovatae-Caricetum bohemicae KLIKA 1935 em. PIETSCH 1963	Caricetum cyperoidis Eggler 1933	(semi-)aquatic community	unusable	Q52211	3130	Pietsch et Müller-Stoll 1974 Tab. 1 + p. 60 (also Täuber et Petersen 2000 Tab. 1/1 + p. 17; Schubert 2001 p. 342)	96
93	Littorello-Eleocharitetum acicularis JOUANNE 1925	Eleocharitetum acicularis W. KOCH 1926 em. Oberdorfer 1957	(semi-)aquatic community	unusable	Q52211	3130v	Pietsch 1963 Tab. XVI+XVII + p. 55 (also: Passarge 1964, Table 11c-d; Chytry et al. 2011 tab. 7/3 p. 277+282; Pietsch 1968 Tab. 1,1a + p. 58; Schubert 2001 p. 290; Donita et al. 2005 p. 76)	122
94	Eleocharitetum acicularis W. KOCH 1926	included in Littorello-Eleocharitetum acicularis Jouanne 1925	(semi-)aquatic community	unusable	Q5222	3130v	Tüxen 1937 p. 46 (also Braun-Blanquet et Tüxen 1951 Tab. 16 and p. 261; Pott 1982 Tab. 1 + p. 34; Oberdorfer 1998 Vol I Table 57/4a-c ; Chytry et al. 2011 tab. 7/5 p. 277+289)	215
95	Pilularietum globuliferae TH. MÜLLER et GÖRS 1960		(semi-)aquatic community	unusable	Q52233	3130v	Oberdorfer 1998 Vol I Table 57/7 (also: Lienebecker 1971 Tab. 20b + p. 112; Dierßen 1973b Tab. 11c + p. 33; Pott 1982 Tab. 2/4-10 + p. 36; Pujol et al. 2023 p. 136; Chytry et al. 2011 tab. 7/6 p.277+293; Schubert 2001 p. 292)	88
96	Eleocharitetum multicaulis ALLORGE 1922	Eleocharitetum multicaulis (Allorge 1922) Tx. 1937	(semi-)aquatic community	unusable	Q52231	3130v	 Tüxen 1937 p. 44 (also Althage 1956 Tab. 1; Pietsch 1963 Tab. XVIII + p. 60; Passarge 1964, Table 11e-f; Braun-Blanquet et Tüxen 1951 Tab. 16 and p. 261; Pietsch 1968 Tab. 2 + p. 60; Schoof-van Pelt et Westhoff 1969 Tab. 1/I; Lienenbecker 1971 Tab, 20a +	99
97	Glycerio fluitantis-Oenanthetum aquaticae HEJNI 1948		(semi-)aquatic community	unusable	Q5146	3150	Chytry et al. 2011 tab. 10/1 p. 457+444	117
98	Scirpetum fluitantis ALLORGE 1922	Isolepidetum fluitantis Allorge 1922	(semi-)aquatic community	unusable	Q52235	3130v	Allorge 1922 Tab. VII p. 617 (also: Pott 1982 Tab. 5 p. 41; Schubert 2001 p. 292)	25
99	Eleocharitetum palustris SAVIC 1926		(semi-)aquatic community	unusable	Q63	3150	Hilbig 1971b Tab. 4/4 + p. 277 (also: Köck 1983 Tab. 10 + p. 168; Chytry et al. 2011 tab. 10/6 p. 457+465; Schubert 2001 p. 314; Bergmeier et Papaioannou 2008 Tab. 1/3 p. 294; Donita et al. 2005 p. 285; Fariselli et al. 2024 Tab. 09.12A-C)	262
100	Littorello-Apietum inundati FRÖDE 1958	Apio-Littorelletum FRÖDE 1950	(semi-)aquatic community	unusable	Q52236	3130v	Passarge 1964, Table 11g-h	7
101	Junco tenageiae-Radioletum PIETSCH 1961	Elatino alsinastri-Juncetum tenageiae Libbert 1932 	(semi-)aquatic community	unusable	Q62 	3160	Pietsch 1963 Tab. XIII + p. II/35 (also Pietsch et Müller-Stoll 1974 Tab. 8 + p. 75; Täuber et Petersen 2000 Tab. 1/10 + p. 25)	107
102	Deschampsietum rhenanae OBERDORFER 1957	Deschampsietum rhenanae Oberd. 1957 ex Th. Müller et Görs 1960	(semi-)aquatic community	unusable	Q52236	3130v	Oberdorfer 1998 Vol I Table 57/1	28
103	Chrysosplenio alternifoliae-Cardaminetum amarae MAAS 1959		(semi-)aquatic community	unusable	Q2412	*7220v	Oberdorfer 1998 Vol I Table 61/5a-b (also: Soó 1964b p. 153; Pujol et al. 2023 p. 130; Chytry et al. 2011 tab. 13/2 p. 593+587; Fink 1977 p. 100; Schubert 2001 p. 294; Donita et al. 2005 p. 314)	277
104	Chrysosplenietum oppositifolii SCHLÜTER 1966	Chrysosplenietum oppositifoliae Oberd. et Philippi in Oberd. 1957	(semi-)aquatic community	unusable	Q2412	*7220v	Oberdorfer 1998 Vol I Table 61/4a-d (also: Chytry et al. 2011 tab. 13/3 p. 593+589)	115
105	Carici remotae-Cardaminetum flexuosae OBERDORFER 1957	included in Cardamine amara-Ass.; Caricetum remotae SCHWICK. 1944	(semi-)aquatic community	unusable	Q2412	*7220v	Oberdorfer 1957 in Foucault 1995 tab. 21/A-B, p. 63 (also: Chytry et al. 2011 tab. 13/1 p. 593+584; Schubert 2001 p. 295)	65
106	Pellio epiphyllae-Chrysosplenietum oppositifolii MAAS 1959		(semi-)aquatic community	unusable	Q2412	7220	Westhoff et Den Held 1969 p. 192 (also Schaminée et al. 2010 p. 128)	19
107	Philonotidi fontanae-Montietum rivularis BRAUN-BLANQUET 1915	Montietum rivularis BR.-BL. 1915; Stellario alsines-Montietum HINTERLANG 1992	(semi-)aquatic community	unusable	Q24111	*7220v	Tüxen et Oberdorfer 1958 Tab. 31B,C p.90 (also: Oberdorfer 1998 Vol I Table 60/3a-b; Chytry eta la. 2011 tab. 13/5 p. 593+600; Schubert 2001 p. 296)	52
108	Chrysosplenio oppositifoliae-Cardaminetum raphanifolia (BRAUN-BLANQUET 1967) LOIDI 1982 		(semi-)aquatic community	unusable	Q2412	7220	Loidi et al. 1982 Tab. 1 p. 66+67 (also: Rivas-Martinez et al. 1984 Tab. 56 p. 185	8
109	Chrysosplenio oppositifolii-Cardaminetum amarae (BRAUN-BLANQUET 1926) MAAS 1959	Cardaminetum amarae BRAUN-BLANQUET 1926	(semi-)aquatic community	unusable	Q2412	7220	Libbert 1945 p. 198 (also: Tüxen 1937 p. 42; Stallner 1974 Tab.3 + p. 64; Sebald 1975 Tab. 3/1-10, 15-26 + p. 305; Schubert 2001 p. 294)	58
110	Bryo schleicheri-Montietum BRAUN-BLANQUET 1925	Bryo-Philonotidetum seritae LUQ 1926	(semi-)aquatic community	unusable	Q24111	*7220v	Tüxen et Oberdorfer 1958 Tab. 31A p. 89 (also Soó 1964b p. 153; Oberdorfer 1998 Vol I Table 60/2a-c)	49
112	Scapanietum paludosae K. MÜLLER 1938		(semi-)aquatic community	unusable	Q24114	*7220v	Oberdorfer 1998 Vol I Table 60/1	10
113	Scapanietum undulatuae SCHWICKERATH 1944		(semi-)aquatic community	unusable	Q24114	*7220v	Papchenkov et al. 2008 Tab. 4/5 (also: Privitera 1990 tab. 6; Pott 1992, p. 169)	10
114	Mniobryetum wahlenbergii-ludwigii GEISSLER 1976		(semi-)aquatic community	unusable	Q24113	*7220v	Geissler 1976 Tab. 8 (also: Pott 1992, p. 170)	14
115	Ranunculetum hederacei LIBBERT 1940	Ranunculetum hederacei (Tx. et Diémont 1936) Libbert 1940	(semi-)aquatic community	unusable	Q2412	3150v	Schubert 2001 p. 279	6
116	Pinguiculo vulgaris-Cratoneuretum filicinae OBERDORFER 1957	Cratoneuretum commutati GAMS 1927  	(semi-)aquatic community	unusable	Q2596	*7220v	Braun 1970 p. 116 (also: Oberdorfer 1998 Vol I, Table 62/6a-b; Schubert 2001 p. 297; Chytry et al. 2011 tab. 14/2 p. 642+627)	114
117	Cratoneuro fallacis-Brachythecietum rivularis GIACOMINI 1939	Brachythecio rivularis-Cratoneuretum Dierßen 1973	(semi-)aquatic community	unusable	Q2596	3150	Dierßen 1973a Tab. 1a + p. 23 (also: Chytry et al. 2011 tab. 13/4 p. 593+596)	32
118	Cratoneuro-Arabidetum jaquinii W. KOCH 1928		(semi-)aquatic community	unusable	Q2596	*7220v	Oberdorfer 1998 Vol I Table 62/8a  (also Pott 1992, p. 172)	52
119	Cochleario alpinae-Cratoneuretum commutati OBERDORFER 1957	Cratoneuretum commutati Aichinger 1933 nom. illegit.	(semi-)aquatic community	unusable	Q2596	*7220v	Oberdorfer 1998 Vol I Table 62/7	17
120	Cratoneuro filicini-Cardaminetum amarae MAAS 1959	included in: Chrysosplenietum oppositifoliae Oberd. et Philippi in Oberd. 1957	(semi-)aquatic community	unusable	Q2412	*7220v	Maas 1959 Tab. 11/4,8 (also: Sebald 1975 Tab. 1 + p. 199; Schubert 2001 p. 297; Chemeris 2004 Tab. 19/Cc)	32
121	Eucladietum verticillati  ALLORGE 1922		(semi-)aquatic community	unusable	Q416	*7220v	Philippi 1965 Tab. 6/1,2 (also: Braun 1970 p. 114)	13
122	Catoscopietum nigriti LANGER 1958		(semi-)aquatic community	unusable	Q416	*7220v	Braun 1970 p. 116	3
123	Nitelletum capillaris  CORILLON 1957		(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3160	Corrilon 1957 p. 373 (also: Pott 1992, p. 46)	5
124	Nitelletum gracilis CORILLON 1957		(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3150	Corrilon 1957 p. 381 (also: Pott 1992, p. 47; Pujol et al. 2023 p. 81; Donita et al. 2005 p. 66)	6
125	Nitelletum translucentis CORILLON  1957		(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3150	Corrilon 1957 p. 380 (also: Pott 1992, p. 47)	10
126	Nitelletum flexilis CORILLON 1957	Nitelletum opacae CORILLON 1957	(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3150	Corrilon 1957 p. 385 (also: Oberdorfer 1998 Vol I Table 16/1; Pujol et al. 2023 p. 82; Chytry et al. 2011 tab. 6/1 p. 256+251; Fariselli et al. 2024 Tab. 01.3)	37
127	Charetum braunii CORILLON 1957		(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3160	Corrilon 1957 p. 383 (also: Oberdorfer 1998 Vol I Table 16/2; Pujol et al. 2023 p. 81; Chytry et al. 2011 tab. 6/2 p. 256+253)	14
128	Nitello-Vaucherietum dichotomae KRAUSCH 1964		(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3150	Oberdorfer 1998 Vol I Table 16/3	6
129	Nitelletum syncarpo-tenuissimae  KRAUSE 1969	inclusive Nitelletum mucronatae TOMASZEWICZ 1979	(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3150	Corrilon 1957 p. 384 (also: Oberdorfer 1998 Vol I Table 16/4; Pujol et al. 2023 p. 83)	12
130	Tolypelletum proliferae KRAUSE 1969	Tolypelletum proliferae Guerlesquin 1961	(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3160	Beug et Pott 1992 Tab.3 p.86 (also: Pott 1992, p. 48)	4
131	Charetum asperae CORILLON   1957		(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3140v	Corrilon 1957 p. 390 (also: Oberdorfer 1998 Vol I Table 16/6a; Pujol et al. 2023 p. 83)	15
132	Charo-Tolypelletum glomeratae CORILLON 1957		(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3140v	Corrilon 1957 p. 374f (also: Oberdorfer 1998 Vol I Table 16/5; Chytry et al. 2011 tab. 6/6 p. 256+265)	15
133	Charetum hispidae CORILLON 1957	Magnocharetum hispidae Corillion 1957	(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3140v	Corrilon 1957 p. 387 (also: Oberdorfer 1998 Vol I Table 16/8; Chytry et al. 2011 tab. 6/4 p. 256+260; Fariselli et al. 2024 Tab. 01.1)	23
134	Nitellopsidetum obtusae SAUER 1961	Nitellopsidetum obtusae Sauer ex Dambska 1961	(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3140v,	Oberdorfer 1998 Vol I Table 16/11	7
135	Charetum strigosae MELZER 1976		(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3140v	Oberdorfer 1998 Vol I Table 16/7	3
136	Charetum tomentosae CORILLON 1957		(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	*1150v, 3140v	Oberdorfer 1998 Vol I Table 16/10	5
137	Charetum vulgaris CORILLON 1957		(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3140pp	Corrilon 1957 p. 389 (also: Reichhoff et Schnelle 1977 Tab. II/4 rel. 16 + p. 431; Oberdorfer 1998 Vol I Table 16/13; Pujol et al. 2023 p. 84; Chytry et al. 2011 tab. 6/5 p. 256+262Quesada et al. 2011 p. 138; Fariselli et al. 2024 Tab. 01.2)	62
138	Charo-Tolypelletum intricatae CORILLON 1957	Tolypello intricatae-Charetum Krause 1969	(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	3140pp	Oberdorfer 1998 Vol I Table 16/12 (also: Chytry et al. 2011 tab. 6/7 p. 256+166)	16
139	Charetum canescentis CORILLON 1957	Charetum balticae KORNAS 1959	(semi-)aquatic community	unusable	C1.141, C1.21, C1.25	1110v, *1150v	Corrilon 1957 p. 391 (also: Pott 1992, p. 52)	5
140	Charetum fragilis CORILLON 1957	Charetum globularis Zutshi 1975	(semi-)aquatic community	unusable	C1.141	3150	Chytry et al. 2011 tab. 6/3 p. 256+258 (also Quesada et al. 2011 p. 136)	13
141	Scirpetum lacustris SCHMALE 1939	Schoenoplectetum lacustris (Allorge 1922) Chouard 1924	(semi-)aquatic community	unusable	Q512	*1150v; 1340	Oberdorfer 1998 Vol I Table24/1 (also: Soó 1964b p. 139; Hilbig 1971b Tab. 2/1 + p. 263; Schnelle 1979 Tab. 1/5,6 + p. 143; Pujol et al. 2023 p. 138; Chytry et al. 2011 tb. 9/1 p. 429+394; Westhoff 1969 p. 135 and Schaminée et al. 2010 p. 139; Schubert 20	299
142	Typhetum angustifoliae PIGNATTI 1953	Typhetum angustifoliae (Allorge 1922) Pignatti 1953	(semi-)aquatic community	unusable	Q5132	3150	Oberdorfer 1998 Vol I Table 24/2c (also: Soó 1964b p. 139; Hilbig 1971b Tab. 1/2-5 + p. 257; Köck 1983 Tab. 7/1,2 + p. 161; Chytry et al. 2011 tab. 9/2 p. 429+398; Schubert 2001 p. 303; Donita et al. 2005 p. 287; Oprea et Sirbu 2009 tab. 3 p.76; Fariselli	393
143	Typhetum latifoliae NOWINSKI 1930	Typhetum latifoliae (Soó 1927) Nowinski 1930	(semi-)aquatic community	unusable	Q5131	3150	Oberdorfer 1998 Vol I Table 24/3a (also: Soó 1964b p. 139; Hilbig 1971b Tab. 1/2-5 + p. 257; Dierßen 1973b Tab. 12b + p. 35;  Schnelle 1979 Tab. 1/3,4 + p. 142; Köck 1983 Tab. 7/3,4 + p. 163; Pujol et al. 2023 p.138; Chytry et al. 2011 tab. 9/3 p. 429+401	693
144	Arabido-Cratoneuretum W. KOCH 1928		(semi-)aquatic community	unusable	Q2596	7220	Oberdorfer 1998 Vol I/Table 62/8a (also: Höpflinger 1957 Tab. 9)	58
145	Cladietum marisci ALLORGE 1922		(semi-)aquatic community	unusable	Q43	7210	Braun 1970 p. 119 (also: Linhard 1964 Tab. VII; Hilbig 1971b Tab. 3/11 + p. 276; Lienenbecker 1971 Tab. 21b + p. 115; Pott 1980 Tab. 31 + p. 132; Oberdorfer 1998 Vol I Table 27/6b; Passarge 1996 Tab. 112k p. 164; Soó 1964b p. 143; Pujol et al. 2023 p. 142	119
146	Sparganietum erecti ROLL 1939		(semi-)aquatic community	unusable	Q5143	3150	Oberdorfer 1998 Vol I Table 28/7c (also: Schnelle 1979 Tab. 1/9 + p. 143; Brullo et al. 1994 tab. 16; Schubert 2001 p. 309; Donita et al. 2005 p. 286; Fariselli et al. 2024 Tab. 09.11A-F)	152
147	Glycerio-Sparganietum neglecti BRAUN-BLANQUET 1925		(semi-)aquatic community	unusable	Q5142	3150	Oberdorfer 1998 Vol I, Table 28/7b (also: Lohmeyer 1953 p. 73; Soó 1964b p. 142; Hilbig 1971b Tab. 4/6 + p. 277; Pott 1980 Tab. 19 + p. 101; Chytry et al. 2011 tab. 9/6 p. 429+413; Schubert 2001 p. 318; Vukotic et al. 2022 App.4 p. 77)	459
148	Scirpetum maritimi TÜXEN 1937	Bolboschoenetum maritimi Van Langendonck 1931	(semi-)aquatic community	unusable	Q512	1150	Tüxen 1937 p. 50 (also Todor 1948 tab. 13 p. 83; Tüxen et Oberdorfer 1958 p. 91; Passarge 1964 Tab. 18h,i; Braun-Blanquet 1967 Tab. 11; Krisch 1967 Vol. 2 Tab. VI/232-235 + p. 54; Wolf 1979 Tab. 1 p. 16; Pott 1980 Tab. 21 p. 104;  Oberdorfer 1998 Vol I, T	350
149	Acoretum calami KNAPP et STOFFERS 1976	Acoretum calami Schulz 1941	(semi-)aquatic community	unusable	Q51	3150	Oberdorfer 1998 Vol I, Table 31/10a (also: Hilbig 1971b Tab. 3/1 + p. 266; Pott 1980 Tab. 20/11-40 + p. 102; Chytry et al. 2011 tab. 9/7 p. 429+417; Schubert 2001 p. 310)	288
150	Cicuto virosae-Caricetum pseudocyperi BOER 1942	Cicuto-Caricetum pseudocyperi Boer et Sissingh in Boer 1942	(semi-)aquatic community	unusable	Q5318	3150	Oberdorfer 1998 Vol I, Table 32/11c (also Hilbig 1971b Tab. 3/9 + p. 275; Tüxen 1974 Tab. 5 + p. 49; Böcker 1978 Tab. 7b p. 59; Chytry et al. 2011 tab. 11/9 p. 496+516; Schubert 2001 p. 323)	121
151	Butometum umbellatum KONCZAK 1968		(semi-)aquatic community	unusable	Q5145	3150	Oberdorfer 1998 Vol I, Table 33/12 (also: Pujol et al. 2023 p. 139; Chytry et al. 2011 tab. 10/10 p. 457+478; Fariselli et al. 2024 Tab. 09.13)	123
152	Sagittario-Sparganietum emersi TÜXEN 1953		(semi-)aquatic community	unusable	Q5141	3150	Oberdorfer 1998 Vol I, Table33/13a (also: Hilbig 1971b Tab. 4/2 + p. 276; Pott 1980 Tab. 24/1-69 + p. 114; Pujol et al. 2023 p. 139; Chytry et al. 2011 tab. 10/3 p. 457+451; Schubert 2001 p. 313)	345
153	Equisetetum fluviatilis NOWINSKI 1930		(semi-)aquatic community	unusable	Q5147	3150	Chytry et al. 2011 tab. 9/7 p. 429+420 (also: Hilbig 1971b Tab. 3/8 + p. 274; Köck 1983 Tab. 8 + p. 163; Schubert 2001 p. 311; Stefan 2008 p.77)	150
154	Caricetum appropinquatae SOÓ 1938	Sphagno-Caricetum appropinquatae (Smarda 1948) Rybnicek 1974; Caricetum paradoxae ASZÓD 1936	(semi-)aquatic community	unusable	Q5317	3150	Oberdorfer 1998 Vol I, Table 37/2 (also: Soó 1964b p. 147; Böcker 1978 Tab. 7/5-10 p. 61; Chytry et al. 2011 tab. 12/6 p. 549+541; Schubert 2001 p. 328)	95
155	Schoenoplectetum tabernaemontani SOÓ 1927	Agrostio maritimae-Schoenoplectetum taber-naemontani (Müller-Stoll et Götz 1987) Passarge 1999	(semi-)aquatic community	unusable	Q517	3150	Chytry et al. 2011 tab. 9/12 p. 429+437 (also Soó 1964b p. 141; Hilbig 1971b Tab. 2/6 + p. 266; Beudin et al. 2021 Tab. VIII p. 31; Schubert 2001 p. 305; Donita et al. 2005 p. 74; Fariselli et al. 2024 Tab. 09.10A-C)	67
156	Caricetum rostratae RÜBEL 1912	Caricion lasiocarpae-Basalass.	(semi-)aquatic community	unusable	Q22222	7140	Oberdorfer 1998 Vol I, Table 37/4 (also: Soó 1964b p. 147; Dierßen 1974b + p. 39; Tüxen 1974 Tab. 4 + p. 48; Krisai et Peer 1980 Tab. 2 + p. 46; Pott 1980 Tab. 29 + p. 130; Shelyag-Sosonko et al. 1987 tab. 18 p. 161; Pujol et al. 2023 p. 142; Chytry et al	370
157	Carici dacicae-Plantaginetum gentianoidis Boscaiu et al. 1972	Caricetum dacicae BUIA et al. 1962	semi-)aquatic community	unusable	Q222	7140	Donita et al. 2005 p. 295 (also Simon et Pocs 2012 Tab. 5/5)	9
158	Caricetum oenensis SEIBERT 1962	Carex randalpina / x oenensis-Ass.	(semi-)aquatic community	unusable	Q53123	3150	Oberdorfer 1998 Vol I, Table 38/7	18
159	Caricetum vesicariae BRAUN-BLANQUET et DENIS 1926	Caricetum vesicariae Chouard 1924	(semi-)aquatic community	unusable	Q53122	7140	Oberdorfer 1998 Vol I, Table 38/8a (also: Soó 1964b p. 147; Dierßen 1974b Tab. 14e + p. 41; Pott 1980 Tab. 28 p. 129; Shelyag-Sosonko et al. 1987 tab. 17 p. 160; Pujol et al. 2023 p. 143; Chytry et al. 2011 tab. 12/12 p. 549+565; Schubert 2001 p. 330; Ste	219
160	Caricetum distichae NOWINSKI 1927		(semi-)aquatic community	unusable	Q5311	3150	Chytry et al. 2011 tab. 12/13 p. 549+568 (also Soó 1964b p. 146; Krisch 1967 Tab. IV/182-188 + p. 400; Schubert 2001 p. 334)	85
161	Carici elatae-Calamagrostietum canescentis JILEK 1958	Calamagrostietum canescentis SIMON 1960;	(semi-)aquatic community	unusable	Q5154	3150	Chytry et al. 2011 tab. 12/7 p. 549+543	88
162	Caricetum buekii HEJNY et KOPECKY 1965		(semi-)aquatic community	unusable	Q53124	3150	Oberdorfer 1998 Vol I, Table 41 (also Soó 1964b p. 145; Chytry et al. 2011 tab. 11/2 p. 496+491; Schubert 2001 p. 336)	88
163	Caricetum cespitosae STEFFEN 1931	Carex cespitosa-Ass.	(semi-)aquatic community	unusable	Q53152	3150	Oberdorfer 1998 Vol I, Table 42/13a (also: Chytry et al. 2007 tab. 7/9 p. 251, 267; Schubert 2001 p. 469)	47
164	Calletum palustris OSVALD 1923		(semi-)aquatic community	unusable	Q25A	3150	Chytry et al. 2011 tab. 11/11 p. 496+523 (also: Köck 1983 Tab. 9/3,4 + p. 167; Schubert 2001 p. 324)	41
165	Caricetum ripariae MATHE et KOVACS 1959		(semi-)aquatic community	unusable	Q5313	3150	Chytry et al. 2011 tab. 12/14 p. 549+571 (also Soó 1964b p. 145; Krisch 1967 Tab. IV/166 + p. 397; Barbagallo et al. 1979 tab. 3; Schnelle 1979 Tab. 2/4 + p. 149; Schubert 2001 p. 332; Molina et Morena 2003 tab. III/4 p. 184; Fariselli et al. 2024 Tab. 09	265
166	Helosciadetum nodiflori BRAUN-BLANQUET 1931	Apio-Sietum PHILIPPI 1973	(semi-)aquatic community	unusable	Q521	3260	Braun-Blanquet et al. 1952 tab. p. 96 (also: Sortino et al. 1974 tab. 12; Brullo et Spampinato 1990 tab. 24; Oberdorfer 1998 Vol I, Table 47/3a; Belmonte 2008 tab. 148 p. 512+479; Molina et Morena 2003 tab. V/17-24 p. 187)	116
167	Nasturtietum officinalis GILLI 1971		(semi-)aquatic community	unusable	Q521	3150	Oberdorfer 1998 Vol I, Table 47/4a (also: Lienenbecker 1971 Tab. 22c + p. 117; Pott 1980 Tab. 25/69-103 + p. 125; Brullo et Spampinato 1990 tab. 25/3,4,7,10,11; Sortino et al. 1974 tab.12; Chytry et al. 2011 tab. 11/6 p. 496+508; Schubert 2001 p. 322; Far	102
168	Nasturtietum microphylli OBERDORFER et al 1967		(semi-)aquatic community	unusable	Q521	3150	Oberdorfer 1998 Vol I, p. 162 (also Chytry et al. 2011 Tab. 11/7 p. 496+508)	15
169	Riccio-Limoselletum KORNECK 1960	Cypero fusci-Limoselletum aquaticae (Oberd. 1957) Korneck 1960	(semi-)aquatic community	unusable	Q62 	3150	Oberdorfer 1998 Vol I, Table 51/1b (also Diekjobst et Ant 1965 Tab. IIa,b; Pietsch et Müller-Stoll 1974 Tab. 3-5 + p. 66; Philippi 1980 Tab. 2 p. 78; Chytry et al. 2011 tab. 8/2 p.342+319; Schubert 2001 p. 343; Donita et al. 2005 p. 74)	198
170	Eleocharitetum ovatae HAYEK 1923	Polygono-Eleocharitetum ovatae Eggler 1933	(semi-)aquatic community	unusable	Q62 	3160	Oberdorfer 1998 Vol I, Table 52/2 (also Tüxen 1937, p.38; Soó 1964b p. 149; Pujol et al. 2023 p.122; Schubert 2001 p. 342)	37
171	Cyperetum flavescenti-fusci W. KOCH 1926, em  PHILIPPI  1968	included in Cyperetum flavescentis W. Koch 1926	(semi-)aquatic community	unusable	Q5241	3160	Braun-Blanquet 1967 Tab. 12 (also Bolòs 1956 Tab. XXI p. 218; Oberdorfer 1998 Vol I., Table 53/6d; Aichinger 1960 Tab. 1 p. 143; Soó 1964b p. 151; Pietsch et Müller-Stoll 1974 Tab. 13 + p. 89; Täuber et Petersen 2000 Tab. 1/20 + p. 48; Chytry et al. 2011 	256
172	Isotetum echinosporae W. KOCH 1926		(semi-)aquatic community	unusable	Q52213	3160	Oberdorfer 1998 Vol I, Table57/2b (also Chytry et al. 2011 tab. 7/1 p. 277+271	10
