GesID	SoilRef_ID	Legend_engl
2048	2001417	Haplic Arenosols from Non-Calcareous Sandy Deposits
2048	2001617	Haplic Arenosols from Sandy Till
2048	2001817	Haplic Arenosols from Sandy Till
2048	2006617	Haplic Arenosols from Sandy Till
2048	2006717	Haplic Arenosols from Non-Calcareous Sandy Deposits
2048	2007517	Haplic Arenosols from Non-Calcareous Sandy Deposits
2048	2007617	 Ferralic Arenosol from Sandy Till
2048	2009117	Haplic Arenosols from Non-Calcareous Sandy Deposits
2048	2009617	 Ferralic Arenosol from Dune Sands
2048	2010017	Haplic Arenosols from Cover Sands
2048	2091204	Haplic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2048	2091804	Cambic Arenosols from NON-CONSOLIDATED CLAYEY MATERIALS
2048	2140404	Dystric Cambisols from VOLCANIC ROCKS
2049	58	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2049	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2049	455	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2049	2000601	Stagnic Podzoluvisols from Loess
2050	428	Eutric Histosols
2050	455	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2050	560	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
2050	2010123	Eutric Gleysols
2051	58	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2051	455	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2051	640	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2051	2000601	Stagnic Podzoluvisols from Loess
2052	455	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2052	2010123	Eutric Gleysols
2053	38	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2053	58	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2053	445	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
2053	560	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
2053	2070604	Eutric Gleysols from NON-CONSOLIDATED LOAMY MATERIALS
2053	2091004	Mollic Fluvisols from CARBONATE ROCKS
2054	208	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
2054	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2054	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2054	560	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
2054	2091004	Mollic Fluvisols from CARBONATE ROCKS
2055	38	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2055	87	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2055	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2055	213	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2055	440	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2055	455	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2055	534	Haplic and Stagnic Chernozems from loess overlying claystone and marlstone
2055	636	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2055	640	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2055	2000120	Mollic Gleysols
2056	22	Eutric Histosols
2056	195	Eutric Histosols
2056	428	Eutric Histosols
2056	2000601	Stagnic Podzoluvisols from Loess
2057	87	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2057	208	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
2057	263	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
2057	314	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
2057	534	Haplic and Stagnic Chernozems from loess overlying claystone and marlstone
2057	565	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
2057	2000601	Stagnic Podzoluvisols from Loess
2058	633	Dystric Histosols
2058	2001520	Dystric Planosols
2058	2002014	Dystric Planosols from Sandstones
2059	22	Eutric Histosols
2059	632	Dystric Histosols
2059	2001520	Dystric Planosols
2059	2002014	Dystric Planosols from Sandstones
2060	58	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2060	213	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2060	477	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2060	2000601	Stagnic Podzoluvisols from Loess
2060	2011970
2061	342	Eutric Cambisols from basic and intermediate igneous rocks
2061	347	Andic cambisols from tuffs rich in bases
2061	373	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
2061	418	Relicts from Acrisols / Ferralsols formed during the Tertiary
2061	657	Eutric Cambisols from marlstone and calcareous gravels
2061	2060604	Eutric Cambisols from VOLCANIC ROCKS
2062	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2062	287	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
2062	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2062	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2062	2092104	Dystric Cambisols from CARBONATE ROCKS
2063	278	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2063	309	Eutric Cambisols / Stagnic Gleysols from loessic loam with fragments of basalt
2063	373	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
2063	2000701	Dystric Cambisols from Stony Loam
2063	2002401	Petric Calcisols from Stony Loam
2064	300	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from various siliceous weathering products mixed with loess
2064	614	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2064	2002014	Dystric Planosols from Sandstones
2064	2020718	Dystric Leptosols
2065	154	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2065	352	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2065	361	Spodic Cambisols from acid igneous and metamorphic rocks
2065	2060204	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2066	45	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2066	52	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
2066	218	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
2066	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2066	455	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2066	2007801	Stagnic Luvisols from Greenschist
2067	38	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2067	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2067	208	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
2067	213	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2067	439	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2067	445	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
2067	2000120	Mollic Gleysols
2067	2091004	Mollic Fluvisols from CARBONATE ROCKS
2068	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2068	671	Lithic Leptosols of the higher altitude zones of the alps
2068	2000714	Rendzic Leptosols from Pure Limestone
2069	45	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2069	367	Spodic Cambisols from siltstone, sandstone, and claystone
2069	404	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2069	2091104	Dystric Cambisols from VOLCANIC ROCKS
2070	161	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
2070	278	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2070	319	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2070	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2070	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2070	2030604	Haplic Calcisols from CARBONATE ROCKS
2071	311	Eutric Cambisols / Stagnic Gleysols from loessic loam with fragments of basalt
2071	344	Eutric Cambisols from basic and intermediate igneous rocks
2071	374	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
2071	2020318	Cambic Podzols from Granodiorite
2071	2020418	Eutric Cambisols from Andesite
2072	392	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
2072	397	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2072	483	Stagnic Gleysols from loamy to sandy boulder clay
2072	2000514	Cambic Arenosols from Amphibole Schist
2072	2000814	 Ferralic Arenosol from Granite
2072	2001014	Dystric Cambisols from UNDIFFERENTIATED GLACIOFLUVIAL DEPOSITS
2072	2090104	Haplic Podzols from NON-CONSOLIDATED SANDY MATERIALS
2072	2090504	Cambic Arenosols from NON-CONSOLIDATED CLAYEY MATERIALS
2072	2091204	Haplic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2072	2091804	Cambic Arenosols from NON-CONSOLIDATED CLAYEY MATERIALS
2073	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2073	2000320	Rendzic Leptosols
2073	2000714	Rendzic Leptosols from Pure Limestone
2073	2001120	Rendzic Leptosols
2073	2001514	Chromic Cambisols from Pure Limestone
2073	2009401	 Calcaric Cambisol from Clay-with-flints
2073	2009501	 Calcaric Cambisol from Clay-with-flints
2073	2009701	 Calcaric Cambisol from Clay-with-flints
2073	2020518	Calcaric Phaeozems from Calcareous Alluvial Sands
2074	493	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2074	657	Eutric Cambisols from marlstone and calcareous gravels
2074	665	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2074	670	Lithic Leptosols of the higher altitude zones of the alps
2074	2009401	 Calcaric Cambisol from Clay-with-flints
2074	2009501	 Calcaric Cambisol from Clay-with-flints
2074	2009701	 Calcaric Cambisol from Clay-with-flints
2074	2020418	Eutric Cambisols from Andesite
2075	342	Eutric Cambisols from basic and intermediate igneous rocks
2075	347	Andic cambisols from tuffs rich in bases
2075	2009401	 Calcaric Cambisol from Clay-with-flints
2075	2009501	 Calcaric Cambisol from Clay-with-flints
2075	2009701	 Calcaric Cambisol from Clay-with-flints
2075	2020418	Eutric Cambisols from Andesite
2076	665	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2076	2000320	Rendzic Leptosols
2076	2000714	Rendzic Leptosols from Pure Limestone
2076	2001120	Rendzic Leptosols
2076	2001514	Chromic Cambisols from Pure Limestone
2076	2009401	 Calcaric Cambisol from Clay-with-flints
2076	2009501	 Calcaric Cambisol from Clay-with-flints
2076	2009701	 Calcaric Cambisol from Clay-with-flints
2077	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2077	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2077	2000714	Rendzic Leptosols from Pure Limestone
2077	2000920	Haplic Calcisols
2077	2001421	Eutric Cambisols from Clay Loam
2077	2030604	Haplic Calcisols from CARBONATE ROCKS
2077	2217124	Calcaric Fluvisols
2078	38	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2078	87	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2078	120	Stagnic and Spodic Gleysols from sandy deposits overlying boulder clay
2078	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2078	208	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
2078	213	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2078	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2078	254	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2078	2000601	Stagnic Podzoluvisols from Loess
2079	147	Dystric Regosols from dry dystrophic sand deposits
2079	273	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
2079	391	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
